Date,Year,Month,Region,Feeder,PoleNumber,AssetID,EquipmentType,Latitude,Longitude,AgeYears,ConditionScore,LoadA,WoodenPoleTiltDeg,InterferenceM,InsulatorContaminationPct,ArresterLeakageCurrentmA,FailureCount12M,MaintenanceOverdueDays,ConsequenceScore,RiskIndex,CriticalFlag,InspectionCostUSD,FailureImpactUSD,RecommendedAction
2025-01-01,2025,Jan,Central,D LINE,P1,ARR-013,Arrester,24.170896,120.634829,13.7,7.79,194.0,,3.28,,6.32,1,66,65.7,44.8,0,130,5518,Routine monitoring
2025-01-01,2025,Jan,Central,B LINE,P6,ARR-014,Arrester,24.100953,120.660082,13.6,5.85,191.0,,3.64,,10.54,2,47,79.7,55.3,0,174,6464,Routine monitoring
2025-01-01,2025,Jan,Central,A LINE,P5,ARR-015,Arrester,24.124253,120.602825,14.2,7.12,192.5,,3.76,,8.32,1,144,77.9,52.2,0,188,6089,Routine monitoring
2025-01-01,2025,Jan,Central,B LINE,P4,ARR-016,Arrester,24.101719,120.663017,4.8,5.55,199.8,,3.81,,9.97,1,120,71.6,50.9,0,161,6055,Routine monitoring
2025-02-01,2025,Feb,South,A LINE,P1,OHL-001,Overhead Line,22.660817,120.265285,8.1,3.92,229.8,8.02,5.01,,,2,131,81.5,62.5,0,206,7044,Routine monitoring
2025-02-01,2025,Feb,South,D LINE,P1,OHL-002,Overhead Line,22.561172,120.261609,18.7,3.56,224.0,9.42,4.81,,,2,73,82.1,65.9,0,194,7122,Preventive maintenance (30d)
2025-02-01,2025,Feb,South,D LINE,P2,OHL-003,Overhead Line,22.619889,120.269947,29.3,7.18,227.1,8.05,5.1,,,2,61,75.1,59.6,0,197,7341,Routine monitoring
2025-02-01,2025,Feb,Central,B LINE,P2,OHL-004,Overhead Line,24.20501,120.649123,6.8,4.28,221.4,6.25,4.59,,,1,142,80.3,58.9,0,136,6554,Routine monitoring
2025-02-01,2025,Feb,North,D LINE,P5,OHL-005,Overhead Line,25.025476,121.291121,6.4,5.35,218.5,8.38,4.46,,,2,113,83.3,57.5,0,207,6745,Routine monitoring
2025-02-01,2025,Feb,Central,B LINE,P6,OHL-006,Overhead Line,24.080738,120.694577,26.5,8.39,223.0,6.62,4.42,,,2,150,81.3,64.8,0,151,8063,Routine monitoring
2025-02-01,2025,Feb,Central,C LINE,P4,OHL-007,Overhead Line,24.159996,120.653077,14.8,5.03,224.7,8.13,4.59,,,1,79,86.9,60.3,0,131,7105,Routine monitoring
2025-02-01,2025,Feb,South,A LINE,P5,OHL-008,Overhead Line,22.645897,120.30578,11.2,5.61,230.9,8.76,4.3,,,1,72,82.6,56.1,0,158,7236,Routine monitoring
2025-02-01,2025,Feb,South,B LINE,P6,OHL-009,Overhead Line,22.6024,120.338564,5.7,7.4,225.8,7.66,4.39,,,0,140,76.5,47.6,0,151,6102,Routine monitoring
2025-02-01,2025,Feb,North,B LINE,P5,OHL-010,Overhead Line,25.130691,121.206055,23.1,5.39,223.3,5.53,4.66,,,2,152,79.7,64.3,0,175,7705,Routine monitoring
2025-02-01,2025,Feb,Central,B LINE,P2,OHL-011,Overhead Line,24.175298,120.677457,25.7,5.92,227.0,8.85,4.65,,,2,110,74.8,62.5,0,152,7167,Routine monitoring
2025-02-01,2025,Feb,North,D LINE,P1,OHL-012,Overhead Line,25.11381,121.282554,8.5,4.52,221.7,7.31,5.22,,,2,125,78.4,66.4,0,171,6948,Preventive maintenance (30d)
2025-02-01,2025,Feb,Central,D LINE,P5,OHL-013,Overhead Line,24.210457,120.676076,32.2,7.79,223.0,5.63,4.58,,,1,42,77.6,57.8,0,183,6710,Routine monitoring
2025-02-01,2025,Feb,South,C LINE,P6,OHL-014,Overhead Line,22.604625,120.27209,8.7,3.66,226.6,8.37,4.41,,,1,116,82.4,60.8,0,183,6864,Routine monitoring
2025-02-01,2025,Feb,South,B LINE,P5,OHL-015,Overhead Line,22.684768,120.352873,12.7,6.84,222.1,7.1,4.43,,,2,107,72.4,53.8,0,160,6493,Routine monitoring
2025-02-01,2025,Feb,North,A LINE,P5,OHL-016,Overhead Line,25.053382,121.164727,31.0,7.69,226.2,7.64,5.24,,,3,141,78.8,63.5,0,194,8235,Routine monitoring
2025-02-01,2025,Feb,North,B LINE,P5,OHL-017,Overhead Line,25.140573,121.173991,18.2,4.34,217.6,7.91,5.2,,,2,120,84.7,64.9,0,174,7687,Routine monitoring
2025-02-01,2025,Feb,North,D LINE,P5,OHL-018,Overhead Line,25.031118,121.235874,21.7,8.03,226.8,8.75,4.66,,,1,152,84.9,56.9,0,167,6348,Routine monitoring
2025-02-01,2025,Feb,South,B LINE,P6,OHL-019,Overhead Line,22.60064,120.370321,22.9,5.42,217.2,8.99,5.19,,,2,100,71.4,59.6,0,172,7348,Routine monitoring
2025-02-01,2025,Feb,North,A LINE,P3,OHL-020,Overhead Line,25.010945,121.239549,21.1,4.1,231.9,9.36,4.8,,,3,119,67.8,66.4,0,206,7853,Preventive maintenance (30d)
2025-02-01,2025,Feb,North,A LINE,P3,OHL-021,Overhead Line,25.01792,121.195321,23.5,4.55,219.7,10.73,3.99,,,1,63,87.9,63.2,0,154,7195,Routine monitoring
2025-02-01,2025,Feb,South,D LINE,P2,OHL-022,Overhead Line,22.666847,120.34405,9.6,3.91,225.4,8.18,4.79,,,2,99,75.4,60.6,0,167,6616,Routine monitoring
2025-02-01,2025,Feb,Central,A LINE,P6,OHL-023,Overhead Line,24.162484,120.692465,5.8,7.12,231.0,7.68,4.26,,,1,140,68.4,49.6,0,142,6246,Routine monitoring
2025-02-01,2025,Feb,North,B LINE,P5,OHL-024,Overhead Line,25.070806,121.221063,12.2,4.66,218.7,7.39,4.82,,,1,149,80.0,58.6,0,139,6770,Routine monitoring
2025-02-01,2025,Feb,South,A LINE,P1,INS-001,Insulator,22.6483,120.306682,4.5,4.44,183.0,,3.99,62.6,,2,141,63.9,54.7,0,159,6213,Routine monitoring
2025-02-01,2025,Feb,Central,D LINE,P4,INS-002,Insulator,24.100925,120.658146,5.8,5.73,189.9,,3.88,57.9,,2,162,62.2,52.6,0,189,6207,Routine monitoring
2025-02-01,2025,Feb,Central,C LINE,P4,INS-003,Insulator,24.168523,120.704271,26.8,6.61,194.3,,4.14,59.7,,1,99,63.1,55.7,0,135,6169,Routine monitoring
2025-02-01,2025,Feb,North,A LINE,P5,INS-004,Insulator,25.111003,121.170534,13.2,4.12,186.3,,3.56,63.6,,1,98,74.9,58.6,0,168,7068,Routine monitoring
2025-02-01,2025,Feb,South,B LINE,P1,INS-005,Insulator,22.691509,120.242216,9.5,6.27,180.4,,3.42,46.4,,1,115,60.6,48.1,0,153,5238,Routine monitoring
2025-02-01,2025,Feb,North,B LINE,P5,INS-006,Insulator,25.091233,121.248713,16.2,6.57,193.6,,3.53,51.9,,2,98,73.7,56.7,0,155,6859,Routine monitoring
2025-02-01,2025,Feb,North,C LINE,P2,INS-007,Insulator,25.045186,121.180323,22.8,5.97,187.1,,4.27,74.4,,2,157,73.5,61.1,0,158,6495,Routine monitoring
2025-02-01,2025,Feb,North,D LINE,P5,INS-008,Insulator,25.147784,121.301454,6.2,4.69,184.8,,3.22,46.7,,1,72,76.4,54.1,0,164,6421,Routine monitoring
2025-02-01,2025,Feb,North,B LINE,P3,INS-009,Insulator,25.047898,121.223346,19.8,4.94,181.3,,4.19,66.0,,3,155,75.6,65.2,0,175,7464,Preventive maintenance (30d)
2025-02-01,2025,Feb,South,A LINE,P6,INS-010,Insulator,22.671395,120.272913,23.3,8.21,186.7,,4.09,55.8,,1,76,61.7,50.4,0,172,6100,Routine monitoring
2025-02-01,2025,Feb,North,B LINE,P3,INS-011,Insulator,25.047446,121.191488,14.0,7.08,193.2,,4.7,59.3,,1,142,69.6,53.6,0,181,6323,Routine monitoring
2025-02-01,2025,Feb,Central,A LINE,P1,INS-012,Insulator,24.1598,120.718109,5.4,5.01,187.5,,4.16,73.9,,2,70,74.6,55.1,0,188,7320,Routine monitoring
2025-02-01,2025,Feb,North,D LINE,P5,INS-013,Insulator,25.106793,121.240527,7.3,8.34,190.4,,3.45,39.7,,1,121,62.6,45.8,0,153,5490,Routine monitoring
2025-02-01,2025,Feb,North,C LINE,P5,INS-014,Insulator,25.085354,121.22217,5.3,5.75,184.4,,3.1,61.4,,1,148,76.5,52.6,0,177,6153,Routine monitoring
2025-02-01,2025,Feb,North,C LINE,P2,INS-015,Insulator,25.103489,121.255371,14.3,6.63,187.5,,3.79,52.9,,1,141,79.3,56.1,0,147,6947,Routine monitoring
2025-02-01,2025,Feb,South,B LINE,P2,INS-016,Insulator,22.678045,120.367669,27.6,7.44,180.2,,3.87,56.7,,1,55,70.2,53.8,0,145,6050,Routine monitoring
2025-02-01,2025,Feb,Central,D LINE,P6,INS-017,Insulator,24.191969,120.715505,11.8,7.2,193.2,,4.01,55.3,,1,68,70.6,50.8,0,165,5671,Routine monitoring
2025-02-01,2025,Feb,Central,B LINE,P2,INS-018,Insulator,24.185322,120.666442,12.9,7.19,187.1,,3.94,57.0,,1,81,59.8,47.7,0,148,5379,Routine monitoring
2025-02-01,2025,Feb,North,D LINE,P3,INS-019,Insulator,25.047004,121.171719,26.5,5.39,190.4,,3.84,60.0,,3,105,68.5,64.0,0,175,7473,Routine monitoring
2025-02-01,2025,Feb,South,C LINE,P1,INS-020,Insulator,22.573148,120.366856,9.3,8.24,188.2,,3.37,66.0,,0,87,58.8,41.9,0,152,4829,Routine monitoring
2025-02-01,2025,Feb,Central,C LINE,P6,ARR-001,Arrester,24.1811,120.663095,32.6,4.21,203.7,,3.85,,8.41,2,133,70.7,67.8,0,168,6947,Preventive maintenance (30d)
2025-02-01,2025,Feb,North,D LINE,P1,ARR-002,Arrester,25.080789,121.274912,24.0,8.06,199.0,,3.54,,8.47,1,129,69.2,53.0,0,178,6493,Routine monitoring
2025-02-01,2025,Feb,Central,A LINE,P6,ARR-003,Arrester,24.199908,120.689242,23.3,4.27,197.9,,3.71,,10.45,3,152,70.8,65.4,0,189,7011,Preventive maintenance (30d)
2025-02-01,2025,Feb,South,D LINE,P3,ARR-004,Arrester,22.613336,120.272392,7.8,5.83,207.8,,3.38,,8.52,1,138,72.0,54.0,0,170,6625,Routine monitoring
2025-02-01,2025,Feb,North,C LINE,P4,ARR-005,Arrester,25.084711,121.162057,12.4,5.56,202.0,,4.01,,8.7,1,99,76.0,56.4,0,137,6102,Routine monitoring
2025-02-01,2025,Feb,Central,D LINE,P4,ARR-006,Arrester,24.165588,120.673564,27.1,7.93,204.6,,4.13,,8.49,1,126,71.5,56.0,0,180,6392,Routine monitoring
2025-02-01,2025,Feb,Central,C LINE,P1,ARR-007,Arrester,24.185579,120.707159,23.6,4.98,207.9,,3.89,,7.92,2,74,65.5,61.4,0,160,7032,Routine monitoring
2025-02-01,2025,Feb,North,D LINE,P5,ARR-008,Arrester,25.126963,121.172196,16.1,6.65,204.6,,3.28,,9.51,2,74,75.1,55.6,0,156,6763,Routine monitoring
2025-02-01,2025,Feb,Central,D LINE,P2,ARR-009,Arrester,24.09166,120.698267,30.0,7.63,197.4,,3.99,,8.2,2,145,74.9,59.7,0,152,7490,Routine monitoring
2025-02-01,2025,Feb,North,B LINE,P6,ARR-010,Arrester,25.080514,121.169031,11.3,7.95,204.5,,3.25,,8.16,1,93,75.7,50.1,0,172,6120,Routine monitoring
2025-02-01,2025,Feb,South,C LINE,P4,ARR-011,Arrester,22.642771,120.331698,18.7,7.24,207.5,,3.53,,10.14,1,113,80.1,55.6,0,148,6522,Routine monitoring
2025-02-01,2025,Feb,South,D LINE,P4,ARR-012,Arrester,22.593287,120.265614,22.6,7.54,207.3,,3.69,,7.67,2,104,74.6,57.0,0,157,6707,Routine monitoring
2025-02-01,2025,Feb,Central,D LINE,P1,ARR-013,Arrester,24.170896,120.634829,13.8,8.15,202.6,,3.54,,8.06,0,56,69.2,45.8,0,166,5382,Routine monitoring
2025-02-01,2025,Feb,Central,B LINE,P6,ARR-014,Arrester,24.100953,120.660082,13.7,6.05,212.7,,4.0,,7.79,1,62,80.5,56.8,0,155,6237,Routine monitoring
2025-02-01,2025,Feb,Central,A LINE,P5,ARR-015,Arrester,24.124253,120.602825,14.3,7.27,198.8,,3.84,,8.33,2,129,80.1,56.3,0,191,6928,Routine monitoring
2025-02-01,2025,Feb,Central,B LINE,P4,ARR-016,Arrester,24.101719,120.663017,4.9,5.61,206.2,,3.8,,9.65,1,115,68.8,51.0,0,178,5723,Routine monitoring
2025-03-01,2025,Mar,South,A LINE,P1,OHL-001,Overhead Line,22.660817,120.265285,8.2,4.11,219.2,7.64,4.52,,,2,124,81.9,62.4,0,161,7677,Routine monitoring
2025-03-01,2025,Mar,South,D LINE,P1,OHL-002,Overhead Line,22.561172,120.261609,18.8,3.99,219.4,7.59,4.56,,,2,82,80.2,65.1,0,154,7379,Preventive maintenance (30d)
2025-03-01,2025,Mar,South,D LINE,P2,OHL-003,Overhead Line,22.619889,120.269947,29.4,6.98,210.3,7.39,4.64,,,1,77,73.7,56.9,0,186,6900,Routine monitoring
2025-03-01,2025,Mar,Central,B LINE,P2,OHL-004,Overhead Line,24.20501,120.649123,6.9,3.85,220.4,9.43,4.35,,,2,151,76.3,60.7,0,173,6621,Routine monitoring
2025-03-01,2025,Mar,North,D LINE,P5,OHL-005,Overhead Line,25.025476,121.291121,6.5,5.06,210.9,6.68,4.91,,,1,130,80.4,56.0,0,138,6714,Routine monitoring
2025-03-01,2025,Mar,Central,B LINE,P6,OHL-006,Overhead Line,24.080738,120.694577,26.6,8.27,223.9,7.28,3.89,,,1,152,80.4,58.4,0,132,7295,Routine monitoring
2025-03-01,2025,Mar,Central,C LINE,P4,OHL-007,Overhead Line,24.159996,120.653077,14.9,4.86,218.7,9.58,4.63,,,1,71,88.6,61.5,0,169,7126,Routine monitoring
2025-03-01,2025,Mar,South,A LINE,P5,OHL-008,Overhead Line,22.645897,120.30578,11.3,5.57,222.8,9.21,4.07,,,1,70,87.0,59.1,0,174,7100,Routine monitoring
2025-03-01,2025,Mar,South,B LINE,P6,OHL-009,Overhead Line,22.6024,120.338564,5.8,7.04,221.4,8.8,4.24,,,1,136,73.5,51.2,0,141,6137,Routine monitoring
2025-03-01,2025,Mar,North,B LINE,P5,OHL-010,Overhead Line,25.130691,121.206055,23.2,5.09,212.9,8.58,4.68,,,3,143,80.4,67.2,0,213,8368,Preventive maintenance (30d)
2025-03-01,2025,Mar,Central,B LINE,P2,OHL-011,Overhead Line,24.175298,120.677457,25.8,5.25,211.2,6.99,4.33,,,2,104,77.0,63.2,0,157,6775,Routine monitoring
2025-03-01,2025,Mar,North,D LINE,P1,OHL-012,Overhead Line,25.11381,121.282554,8.6,4.14,217.9,10.95,4.7,,,1,131,82.9,76.8,1,147,7878,Corrective maintenance (7d)
2025-03-01,2025,Mar,Central,D LINE,P5,OHL-013,Overhead Line,24.210457,120.676076,32.3,7.56,213.4,7.85,4.74,,,1,55,84.7,60.3,0,138,7548,Routine monitoring
2025-03-01,2025,Mar,South,C LINE,P6,OHL-014,Overhead Line,22.604625,120.27209,8.8,3.4,221.0,7.3,4.26,,,2,126,78.7,62.8,0,156,7306,Routine monitoring
2025-03-01,2025,Mar,South,B LINE,P5,OHL-015,Overhead Line,22.684768,120.352873,12.8,6.19,213.6,8.51,4.08,,,1,125,70.7,53.5,0,132,5909,Routine monitoring
2025-03-01,2025,Mar,North,A LINE,P5,OHL-016,Overhead Line,25.053382,121.164727,31.1,7.4,216.1,11.09,4.4,,,2,136,73.7,75.7,1,204,8092,Corrective maintenance (7d)
2025-03-01,2025,Mar,North,B LINE,P5,OHL-017,Overhead Line,25.140573,121.173991,18.3,3.96,221.3,8.91,4.72,,,2,141,81.7,66.4,0,173,7846,Preventive maintenance (30d)
2025-03-01,2025,Mar,North,D LINE,P5,OHL-018,Overhead Line,25.031118,121.235874,21.8,8.14,222.9,6.31,4.84,,,1,150,82.6,57.8,0,185,6423,Routine monitoring
2025-03-01,2025,Mar,South,B LINE,P6,OHL-019,Overhead Line,22.60064,120.370321,23.0,5.25,221.9,7.24,4.36,,,2,98,72.3,63.3,0,189,7421,Routine monitoring
2025-03-01,2025,Mar,North,A LINE,P3,OHL-020,Overhead Line,25.010945,121.239549,21.2,3.83,218.9,7.52,5.08,,,2,129,69.1,77.5,1,207,7599,Corrective maintenance (7d)
2025-03-01,2025,Mar,North,A LINE,P3,OHL-021,Overhead Line,25.01792,121.195321,23.6,4.8,212.6,9.19,5.16,,,2,78,85.9,64.9,0,166,8113,Routine monitoring
2025-03-01,2025,Mar,South,D LINE,P2,OHL-022,Overhead Line,22.666847,120.34405,9.7,3.76,219.2,9.82,4.51,,,1,102,73.7,74.5,0,132,7507,Preventive maintenance (30d)
2025-03-01,2025,Mar,Central,A LINE,P6,OHL-023,Overhead Line,24.162484,120.692465,5.9,6.62,220.6,6.71,4.15,,,2,132,74.6,53.6,0,154,6687,Routine monitoring
2025-03-01,2025,Mar,North,B LINE,P5,OHL-024,Overhead Line,25.070806,121.221063,12.2,4.73,212.9,8.74,4.75,,,2,147,76.4,60.4,0,197,6931,Routine monitoring
2025-03-01,2025,Mar,South,A LINE,P1,INS-001,Insulator,22.6483,120.306682,4.6,3.94,182.6,,4.33,65.9,,1,144,61.1,73.5,1,166,7088,Preventive maintenance (30d)
2025-03-01,2025,Mar,Central,D LINE,P4,INS-002,Insulator,24.100925,120.658146,5.9,5.33,184.7,,3.81,49.5,,1,159,62.0,52.5,0,189,5449,Routine monitoring
2025-03-01,2025,Mar,Central,C LINE,P4,INS-003,Insulator,24.168523,120.704271,26.9,6.33,187.2,,4.2,52.6,,2,105,63.4,59.3,0,153,6572,Routine monitoring
2025-03-01,2025,Mar,North,A LINE,P5,INS-004,Insulator,25.111003,121.170534,13.3,3.82,179.3,,3.77,65.5,,1,112,72.7,59.3,0,174,6132,Routine monitoring
2025-03-01,2025,Mar,South,B LINE,P1,INS-005,Insulator,22.691509,120.242216,9.6,6.13,183.9,,3.59,51.5,,1,121,63.8,52.3,0,155,5966,Routine monitoring
2025-03-01,2025,Mar,North,B LINE,P5,INS-006,Insulator,25.091233,121.248713,16.3,6.49,174.2,,4.07,69.1,,1,115,75.6,66.3,0,134,6868,Preventive maintenance (30d)
2025-03-01,2025,Mar,North,C LINE,P2,INS-007,Insulator,25.045186,121.180323,22.9,6.02,181.4,,4.26,76.3,,3,158,78.0,74.8,1,225,8542,Preventive maintenance (30d)
2025-03-01,2025,Mar,North,D LINE,P5,INS-008,Insulator,25.147784,121.301454,6.3,4.3,172.8,,4.16,54.6,,2,86,72.0,56.6,0,174,6850,Routine monitoring
2025-03-01,2025,Mar,North,B LINE,P3,INS-009,Insulator,25.047898,121.223346,19.9,5.12,174.1,,4.04,55.0,,2,166,73.8,63.0,0,176,7039,Routine monitoring
2025-03-01,2025,Mar,South,A LINE,P6,INS-010,Insulator,22.671395,120.272913,23.4,7.86,185.6,,3.93,54.2,,1,67,59.3,50.6,0,183,5747,Routine monitoring
2025-03-01,2025,Mar,North,B LINE,P3,INS-011,Insulator,25.047446,121.191488,14.1,6.65,182.6,,3.79,62.9,,1,142,68.8,53.5,0,163,6523,Routine monitoring
2025-03-01,2025,Mar,Central,A LINE,P1,INS-012,Insulator,24.1598,120.718109,5.4,5.17,185.7,,4.13,44.6,,1,63,73.1,71.1,1,142,7102,Preventive maintenance (30d)
2025-03-01,2025,Mar,North,D LINE,P5,INS-013,Insulator,25.106793,121.240527,7.4,7.98,182.1,,3.5,66.6,,0,121,60.6,42.8,0,169,5157,Routine monitoring
2025-03-01,2025,Mar,North,C LINE,P5,INS-014,Insulator,25.085354,121.22217,5.4,5.55,182.9,,4.67,65.5,,2,144,77.6,75.3,1,197,7213,Corrective maintenance (7d)
2025-03-01,2025,Mar,North,C LINE,P2,INS-015,Insulator,25.103489,121.255371,14.4,6.39,172.6,,3.86,60.8,,1,156,77.4,55.2,0,172,6881,Routine monitoring
2025-03-01,2025,Mar,South,B LINE,P2,INS-016,Insulator,22.678045,120.367669,27.7,7.59,179.1,,4.66,70.8,,2,65,73.6,69.8,0,193,7236,Preventive maintenance (30d)
2025-03-01,2025,Mar,Central,D LINE,P6,INS-017,Insulator,24.191969,120.715505,11.9,7.2,176.6,,3.23,63.3,,2,65,75.6,53.3,0,197,6572,Routine monitoring
2025-03-01,2025,Mar,Central,B LINE,P2,INS-018,Insulator,24.185322,120.666442,13.0,7.47,182.8,,4.42,56.4,,1,66,56.4,60.1,0,145,5652,Routine monitoring
2025-03-01,2025,Mar,North,D LINE,P3,INS-019,Insulator,25.047004,121.171719,26.6,5.41,184.0,,4.23,62.9,,3,100,74.5,65.7,0,203,7329,Preventive maintenance (30d)
2025-03-01,2025,Mar,South,C LINE,P1,INS-020,Insulator,22.573148,120.366856,9.3,7.78,178.9,,3.78,57.2,,0,79,62.8,43.6,0,123,4905,Routine monitoring
2025-03-01,2025,Mar,Central,C LINE,P6,ARR-001,Arrester,24.1811,120.663095,32.7,4.1,201.9,,4.17,,10.43,2,145,63.8,86.1,1,208,7603,Corrective maintenance (7d)
2025-03-01,2025,Mar,North,D LINE,P1,ARR-002,Arrester,25.080789,121.274912,24.1,8.02,191.0,,3.06,,8.59,1,127,68.7,53.1,0,159,6027,Routine monitoring
2025-03-01,2025,Mar,Central,A LINE,P6,ARR-003,Arrester,24.199908,120.689242,23.4,3.96,193.8,,3.71,,10.42,3,157,68.6,67.2,0,196,7421,Preventive maintenance (30d)
2025-03-01,2025,Mar,South,D LINE,P3,ARR-004,Arrester,22.613336,120.272392,7.9,5.8,193.4,,3.72,,9.23,2,148,73.3,56.4,0,187,7316,Routine monitoring
2025-03-01,2025,Mar,North,C LINE,P4,ARR-005,Arrester,25.084711,121.162057,12.5,5.63,194.4,,4.37,,9.43,2,103,76.9,74.8,1,183,7977,Preventive maintenance (30d)
2025-03-01,2025,Mar,Central,D LINE,P4,ARR-006,Arrester,24.165588,120.673564,27.2,8.01,194.9,,4.15,,9.72,1,123,77.4,73.8,1,142,7632,Preventive maintenance (30d)
2025-03-01,2025,Mar,Central,C LINE,P1,ARR-007,Arrester,24.185579,120.707159,23.7,4.92,189.7,,3.61,,9.54,2,85,63.6,59.1,0,196,6331,Routine monitoring
2025-03-01,2025,Mar,North,D LINE,P5,ARR-008,Arrester,25.126963,121.172196,16.2,6.31,191.1,,4.01,,9.28,1,78,77.1,55.6,0,175,6438,Routine monitoring
2025-03-01,2025,Mar,Central,D LINE,P2,ARR-009,Arrester,24.09166,120.698267,30.1,7.2,202.4,,3.97,,11.46,3,138,78.8,80.7,1,200,7868,Corrective maintenance (7d)
2025-03-01,2025,Mar,North,B LINE,P6,ARR-010,Arrester,25.080514,121.169031,11.4,7.32,192.4,,3.58,,9.47,1,105,75.2,70.3,0,184,7156,Preventive maintenance (30d)
2025-03-01,2025,Mar,South,C LINE,P4,ARR-011,Arrester,22.642771,120.331698,18.8,7.22,189.4,,4.07,,9.32,1,108,78.7,65.5,0,143,6885,Preventive maintenance (30d)
2025-03-01,2025,Mar,South,D LINE,P4,ARR-012,Arrester,22.593287,120.265614,22.7,7.14,199.4,,3.77,,10.37,2,116,70.8,75.9,1,158,7755,Corrective maintenance (7d)
2025-03-01,2025,Mar,Central,D LINE,P1,ARR-013,Arrester,24.170896,120.634829,13.9,7.67,200.7,,3.67,,8.88,2,56,64.4,50.8,0,183,6161,Routine monitoring
2025-03-01,2025,Mar,Central,B LINE,P6,ARR-014,Arrester,24.100953,120.660082,13.8,5.37,200.2,,3.55,,7.71,1,67,75.8,57.1,0,181,7065,Routine monitoring
2025-03-01,2025,Mar,Central,A LINE,P5,ARR-015,Arrester,24.124253,120.602825,14.4,6.75,190.8,,2.94,,9.67,2,140,76.6,57.0,0,152,6886,Routine monitoring
2025-03-01,2025,Mar,Central,B LINE,P4,ARR-016,Arrester,24.101719,120.663017,5.0,4.89,202.0,,3.42,,10.49,1,131,69.7,54.4,0,170,6228,Routine monitoring
2025-04-01,2025,Apr,South,A LINE,P1,OHL-001,Overhead Line,22.660817,120.265285,8.3,4.03,208.9,6.95,4.43,,,1,126,76.4,58.6,0,157,7099,Routine monitoring
2025-04-01,2025,Apr,South,D LINE,P1,OHL-002,Overhead Line,22.561172,120.261609,18.9,3.9,214.5,9.25,5.09,,,2,69,83.0,79.3,1,208,7960,Corrective maintenance (7d)
2025-04-01,2025,Apr,South,D LINE,P2,OHL-003,Overhead Line,22.619889,120.269947,29.5,6.75,214.1,7.72,4.7,,,1,70,76.5,71.8,0,167,7730,Preventive maintenance (30d)
2025-04-01,2025,Apr,Central,B LINE,P2,OHL-004,Overhead Line,24.20501,120.649123,6.9,3.76,216.1,6.22,4.4,,,1,148,80.7,61.2,0,134,6523,Routine monitoring
2025-04-01,2025,Apr,North,D LINE,P5,OHL-005,Overhead Line,25.025476,121.291121,6.5,4.99,207.5,8.17,4.0,,,2,113,84.9,58.7,0,166,7707,Routine monitoring
2025-04-01,2025,Apr,Central,B LINE,P6,OHL-006,Overhead Line,24.080738,120.694577,26.7,8.27,213.7,9.41,5.14,,,2,139,87.8,78.8,1,202,8119,Corrective maintenance (7d)
2025-04-01,2025,Apr,Central,C LINE,P4,OHL-007,Overhead Line,24.159996,120.653077,15.0,4.72,203.8,6.91,4.42,,,2,84,83.6,61.7,0,173,7405,Routine monitoring
2025-04-01,2025,Apr,South,A LINE,P5,OHL-008,Overhead Line,22.645897,120.30578,11.3,5.47,211.4,7.44,3.87,,,2,95,88.4,60.8,0,183,7558,Routine monitoring
2025-04-01,2025,Apr,South,B LINE,P6,OHL-009,Overhead Line,22.6024,120.338564,5.9,7.46,214.0,6.46,3.74,,,1,140,72.6,49.5,0,142,6150,Routine monitoring
2025-04-01,2025,Apr,North,B LINE,P5,OHL-010,Overhead Line,25.130691,121.206055,23.3,5.64,218.0,9.36,4.63,,,3,145,73.4,64.8,0,175,7449,Routine monitoring
2025-04-01,2025,Apr,Central,B LINE,P2,OHL-011,Overhead Line,24.175298,120.677457,25.9,5.27,217.7,9.02,5.52,,,2,107,75.6,81.1,1,208,8436,Corrective maintenance (7d)
2025-04-01,2025,Apr,North,D LINE,P1,OHL-012,Overhead Line,25.11381,121.282554,8.7,4.47,217.8,8.13,4.41,,,1,132,79.3,60.0,0,131,7235,Routine monitoring
2025-04-01,2025,Apr,Central,D LINE,P5,OHL-013,Overhead Line,24.210457,120.676076,32.4,7.19,214.8,9.52,5.05,,,2,49,84.3,79.5,1,182,8901,Corrective maintenance (7d)
2025-04-01,2025,Apr,South,C LINE,P6,OHL-014,Overhead Line,22.604625,120.27209,8.8,3.28,212.8,5.48,4.14,,,2,141,80.0,63.0,0,180,7885,Routine monitoring
2025-04-01,2025,Apr,South,B LINE,P5,OHL-015,Overhead Line,22.684768,120.352873,12.9,6.35,216.4,6.85,4.51,,,2,111,72.5,56.6,0,161,6811,Routine monitoring
2025-04-01,2025,Apr,North,A LINE,P5,OHL-016,Overhead Line,25.053382,121.164727,31.2,7.29,214.9,7.56,4.13,,,2,132,73.7,62.3,0,177,6671,Routine monitoring
2025-04-01,2025,Apr,North,B LINE,P5,OHL-017,Overhead Line,25.140573,121.173991,18.3,3.51,214.7,8.11,4.84,,,3,139,84.4,69.7,0,213,7891,Preventive maintenance (30d)
2025-04-01,2025,Apr,North,D LINE,P5,OHL-018,Overhead Line,25.031118,121.235874,21.8,8.15,213.3,9.06,5.05,,,2,147,79.1,74.9,0,168,7524,Preventive maintenance (30d)
2025-04-01,2025,Apr,South,B LINE,P6,OHL-019,Overhead Line,22.60064,120.370321,23.1,5.27,217.1,7.1,5.0,,,3,106,70.1,63.6,0,196,7589,Routine monitoring
